tweet_id
1433187914536587268
1433187914930741251
1433187915526557697
1433187923961257991
1433187928759484418
1433187930013642762
1433187960103399424
1433187975941214211
1433187985080655879
1433187994832277504
1433187996912783366
1433188004240269316
1433188011555098629
1433188012108746755
1433188013882986498
1433188018739896323
1433188020526665733
1433188021659070468
1433188041980514305
1433188042303549451
1433188043654053891
1433188051598073876
1433188072112410628
1433188075597873153
1433188085404250113
1433188092819742727
1433188097819398152
1433188122653757440
1433188122725175298
1433188132036366338
1433188134653775874
1433188143881064451
1433188174885437454
1433188179926999043
1433188187078287361
1433188206149705732
1433188211459858433
1433188231516987392
1433188237657493510
1433188238630531074
1433188252429668353
1433188259690160130
1433188272784781312
1433188280292548608
1433188287158571010
1433188294314057733
1433188296415404034
1433188303059181575
1433188311208800259
1433188317122727944
1433188322747183104
1433188324022292482
1433188376149118977
1433188397720428545
1433188398668427268
1433188421372157952
1433188442272374785
1433188451449454596
1433188451965353988
1433188452518875136
1433188461754953734
1433188467178147842
1433188467836473354
1433188480956370951
1433188512271118341
1433188515194589189
1433188539093721088
1433188555686285321
1433188568063676426
1433188580202065927
1433188589983121418
1433188590826123270
1433188609084076041
1433188636879691783
1433188644324585474
1433188645154983936
1433188650427326479
1433188707276886019
1433188709919178755
1433188745059127296
1433188747257032707
1433188763149250564
1433188775606341634
1433188790974177283
1433188849384136704
1433188852471148546
1433188854471831560
1433188854517977099
1433188859903414275
1433188867461550087
1433188890383319040
1433188900739198978
1433188921802952706
1433188930996875268
1433188933383430154
1433188946129924097
1433188957047582725
1433188961858437122
1433188970054262788
1433188972944109570
1433188976869978114
1433188977620750337
1433188997744975877
1433188999275843585
1433189020989853700
1433189036236189698
1433189071472537602
1433189080754311171
1433189081488535553
1433189086257455113
1433189114053079045
1433189116124884992
1433189118222163969
1433189122991169538
1433189125784363008
1433189148769366019
1433189164070019072
1433189164632137734
1433189170827210752
1433189171141570562
1433189171347300353
1433189181564411911
1433189198920552454
1433189227634831360
1433189237357174784
1433189244554592260
1433189253752803331
1433189271905648642
1433189288007462912
1433189310652628998
1433189315404865539
1433189320807092225
1433189326205169676
1433189335940087808
1433189335965261830
1433189355389063172
1433189370014601216
1433189383008440324
1433189405095825408
1433189422649024514
1433189424058228737
1433189429540184064
1433189434837676032
1433189443746336768
1433189445650501633
1433189450356609024
1433189451577139206
1433189464466149378
1433189472246583298
1433189472829644800
1433189484183515138
1433189509907292165
1433189511723429893
1433189522150289409
1433189539862941696
1433189541620355072
1433189580044443653
1433189587808104454
1433189596024688641
1433189615901478926
1433189619961671680
1433189622474067975
1433189624386658310
1433189637611212803
1433189649338576897
1433189657693487105
1433189672126226440
1433189678409191424
1433189698248364033
1433189700223840259
1433189701381464074
1433189701687578628
1433189704669663232
1433189720243179521
1433189724454281216
1433189736324100096
1433189741038555145
1433189756502827012
1433189761078923264
1433189778422390785
1433189780922249216
1433189786156773382
1433189797766565891
1433189830914019334
1433189836513501184
1433189853319950338
1433189858764283905
1433189860446195712
1433189865546522624
1433189866368602118
1433189870084804618
1433189876523020293
1433189883305156615
1433189900392796161
1433189911855763457
1433189915009986560
1433189917258027009
1433189944734912512
1433189957338910722
1433189971372957699
1433189973533110276
